id,Sucursal,internal_id,is_local,caja,cuser,out_of_time,Creación de orden,Proceso de orden,Entrega de orden,Orden cancelada,Hora deseada,Usuario,Estatus,Tipo de pago,total,stars,review,coupon,Sub tipo de pago,pc_id,status_id,Id cajero,crname,pay_id,Usuario subsidio/Meal plan,Nómina,ceco,Platillos,Ingredientes,description
70000103,Sushi Go UDEM,104,0,1,Luis,,16:45:00 21-01-2025,16:48:00 21-01-2025,16:58:00 21-01-2025,,,,Entregada,Efectivo,273.98,4,,,,3,4,4049,,2,,,,California Roll Estandar 2 $0.00,Aguacate $0.00,
70000104,Sushi Go UDEM,105,0,1,Mariana,,21:38:00 05-02-2025,21:40:00 05-02-2025,21:55:00 05-02-2025,,,,Entregada,Efectivo,114.57,5,,,,2,4,4042,,1,,,,Philadelphia Roll Estandar 3 $0.00,Queso crema $0.00,
70000105,Sushi Go UDEM,106,0,0,Mariana,,21:09:00 21-02-2025,21:16:00 21-02-2025,21:30:00 21-02-2025,,,,Entregada,App,244.71,4,,,,3,4,4016,,3,,,,Salmón Roll Estandar 2 $0.00,Salmón fresco $0.00,
70000106,Sushi Go UDEM,107,0,1,Luis,,21:58:00 28-02-2025,22:08:00 28-02-2025,22:15:00 28-02-2025,,,,Entregada,Tarjeta,94.74,4,,,,4,4,4024,,1,,,,Salmón Roll Estandar 3 $0.00,Salmón fresco $0.00,
70000107,Sushi Go UDEM,108,0,0,Carlos,,13:04:00 23-01-2025,13:10:00 23-01-2025,13:18:00 23-01-2025,,,,Entregada,Tarjeta,317.86,3,,,,2,4,4088,,3,,,,California Roll Estandar 3 $0.00,Aguacate $0.00,
70000108,Sushi Go UDEM,109,0,1,Luis,,18:02:00 25-01-2025,18:10:00 25-01-2025,18:26:00 25-01-2025,,,,Entregada,App,248.75,3,,,,3,4,4100,,2,,,,Dragon Roll Estandar 4 $0.00,Anguila $0.00,
70000109,Sushi Go UDEM,110,0,1,Luis,,16:43:00 27-01-2025,16:54:00 27-01-2025,17:13:00 27-01-2025,,,,Entregada,Tarjeta,292.31,5,,,,2,4,4032,,1,,,,Atún Especial Estandar 3 $0.00,Atún spicy $0.00,
70000110,Sushi Go UDEM,111,0,0,Mariana,,18:55:00 25-02-2025,19:02:00 25-02-2025,19:10:00 25-02-2025,,,,Entregada,Efectivo,111.81,5,,,,2,4,4055,,1,,,,Philadelphia Roll Estandar 3 $0.00,Queso crema $0.00,
70000111,Sushi Go UDEM,112,0,1,Luis,,18:56:00 29-01-2025,19:03:00 29-01-2025,19:08:00 29-01-2025,,,,Entregada,Efectivo,193.08,3,,,,3,4,4028,,1,,,,Salmón Roll Estandar 1 $0.00,Salmón fresco $0.00,
70000112,Sushi Go UDEM,113,0,1,Luis,,12:53:00 04-02-2025,13:05:00 04-02-2025,13:20:00 04-02-2025,,,,Entregada,App,99.96,4,,,,4,4,4078,,1,,,,Spicy Tuna Roll Estandar 2 $0.00,Salsa spicy $0.00,
70000113,Sushi Go UDEM,114,0,0,Mariana,,11:16:00 20-01-2025,11:21:00 20-01-2025,11:30:00 20-01-2025,,,,Entregada,Tarjeta,291.8,3,,,,2,4,4053,,3,,,,Salmón Roll Estandar 1 $0.00,Salmón fresco $0.00,
70000114,Sushi Go UDEM,115,0,1,Carlos,,18:04:00 23-02-2025,18:07:00 23-02-2025,18:27:00 23-02-2025,,,,Entregada,Tarjeta,276.82,5,,,,3,4,4030,,3,,,,California Roll Estandar 2 $0.00,Aguacate $0.00,
70000115,Sushi Go UDEM,116,0,0,Carlos,,13:42:00 10-02-2025,13:54:00 10-02-2025,14:01:00 10-02-2025,,,,Entregada,Efectivo,337.88,3,,,,4,4,4047,,2,,,,Ebi Roll Estandar 1 $0.00,Camarón $0.00,
70000116,Sushi Go UDEM,117,0,1,Luis,,16:50:00 16-01-2025,16:53:00 16-01-2025,17:09:00 16-01-2025,,,,Entregada,Tarjeta,290.59,4,,,,3,4,4082,,1,,,,Dragon Roll Estandar 1 $0.00,Anguila $0.00,
70000117,Sushi Go UDEM,118,0,1,Andrea,,18:44:00 27-02-2025,18:53:00 27-02-2025,19:03:00 27-02-2025,,,,Entregada,Efectivo,276.17,3,,,,1,4,4025,,1,,,,Spicy Tuna Roll Estandar 1 $0.00,Salsa spicy $0.00,
70000118,Sushi Go UDEM,119,0,0,Mariana,,15:32:00 04-02-2025,15:40:00 04-02-2025,16:00:00 04-02-2025,,,,Entregada,Efectivo,285.86,3,,,,3,4,4034,,1,,,,Tempura Roll Estandar 1 $0.00,Camarón tempura $0.00,
70000119,Sushi Go UDEM,120,0,1,Carlos,,17:56:00 07-02-2025,18:04:00 07-02-2025,18:23:00 07-02-2025,,,,Entregada,Efectivo,343.17,5,,,,3,4,4010,,3,,,,Salmón Roll Estandar 3 $0.00,Salmón fresco $0.00,
70000120,Sushi Go UDEM,121,0,1,Mariana,,12:27:00 11-02-2025,12:38:00 11-02-2025,12:48:00 11-02-2025,,,,Entregada,Efectivo,116.68,4,,,,4,4,4021,,3,,,,Tempura Roll Estandar 3 $0.00,Camarón tempura $0.00,
70000121,Sushi Go UDEM,122,0,0,Andrea,,16:28:00 12-02-2025,16:30:00 12-02-2025,16:46:00 12-02-2025,,,,Entregada,App,256.26,5,,,,4,4,4046,,3,,,,Salmón Roll Estandar 3 $0.00,Salmón fresco $0.00,
70000122,Sushi Go UDEM,123,0,1,Mariana,,13:01:00 27-02-2025,13:05:00 27-02-2025,13:24:00 27-02-2025,,,,Entregada,Efectivo,107.48,5,,,,1,4,4077,,1,,,,California Roll Estandar 2 $0.00,Aguacate $0.00,
70000123,Sushi Go UDEM,124,0,1,Mariana,,18:23:00 27-02-2025,18:30:00 27-02-2025,18:49:00 27-02-2025,,,,Entregada,App,227.66,4,,,,2,4,4014,,1,,,,Philadelphia Roll Estandar 2 $0.00,Queso crema $0.00,
70000124,Sushi Go UDEM,125,0,0,Mariana,,18:33:00 26-01-2025,18:41:00 26-01-2025,18:49:00 26-01-2025,,,,Entregada,App,273.05,4,,,,2,4,4015,,1,,,,Tempura Roll Estandar 3 $0.00,Camarón tempura $0.00,
70000125,Sushi Go UDEM,126,0,1,Mariana,,18:11:00 19-01-2025,18:20:00 19-01-2025,18:27:00 19-01-2025,,,,Entregada,Tarjeta,274.48,5,,,,2,4,4046,,3,,,,Ebi Roll Estandar 3 $0.00,Camarón $0.00,
70000126,Sushi Go UDEM,127,0,1,Carlos,,12:12:00 29-01-2025,12:16:00 29-01-2025,12:28:00 29-01-2025,,,,Entregada,App,183.83,3,,,,1,4,4008,,2,,,,Atún Especial Estandar 1 $0.00,Atún spicy $0.00,
70000127,Sushi Go UDEM,128,0,0,Carlos,,18:33:00 09-02-2025,18:41:00 09-02-2025,18:59:00 09-02-2025,,,,Entregada,Efectivo,342.82,5,,,,3,4,4016,,3,,,,Philadelphia Roll Estandar 2 $0.00,Queso crema $0.00,
70000128,Sushi Go UDEM,129,0,1,Luis,,20:11:00 24-02-2025,20:15:00 24-02-2025,20:33:00 24-02-2025,,,,Entregada,Tarjeta,224.71,4,,,,2,4,4044,,3,,,,California Roll Estandar 1 $0.00,Aguacate $0.00,
70000129,Sushi Go UDEM,130,0,0,Luis,,12:16:00 02-02-2025,12:21:00 02-02-2025,12:34:00 02-02-2025,,,,Entregada,App,249.75,5,,,,2,4,4021,,3,,,,Spicy Tuna Roll Estandar 3 $0.00,Salsa spicy $0.00,
70000130,Sushi Go UDEM,131,0,1,Luis,,20:21:00 23-02-2025,20:32:00 23-02-2025,20:38:00 23-02-2025,,,,Entregada,App,101.82,4,,,,1,4,4063,,3,,,,California Roll Estandar 1 $0.00,Aguacate $0.00,
70000131,Sushi Go UDEM,132,0,0,Andrea,,15:41:00 18-02-2025,15:47:00 18-02-2025,16:07:00 18-02-2025,,,,Entregada,Tarjeta,167.33,4,,,,4,4,4061,,2,,,,Dragon Roll Estandar 4 $0.00,Anguila $0.00,
70000132,Sushi Go UDEM,133,0,0,Mariana,,16:38:00 28-01-2025,16:42:00 28-01-2025,16:57:00 28-01-2025,,,,Entregada,App,343.6,5,,,,1,4,4040,,1,,,,Ebi Roll Estandar 3 $0.00,Camarón $0.00,
70000133,Sushi Go UDEM,134,0,1,Carlos,,12:17:00 13-02-2025,12:26:00 13-02-2025,12:38:00 13-02-2025,,,,Entregada,Tarjeta,103.16,3,,,,3,4,4073,,3,,,,Spicy Tuna Roll Estandar 1 $0.00,Salsa spicy $0.00,
70000134,Sushi Go UDEM,135,0,1,Andrea,,14:48:00 04-02-2025,14:52:00 04-02-2025,15:12:00 04-02-2025,,,,Entregada,Tarjeta,318.56,4,,,,4,4,4030,,1,,,,Atún Especial Estandar 4 $0.00,Atún spicy $0.00,
70000135,Sushi Go UDEM,136,0,0,Andrea,,16:03:00 21-02-2025,16:05:00 21-02-2025,16:19:00 21-02-2025,,,,Entregada,Efectivo,164.29,3,,,,3,4,4093,,2,,,,Atún Especial Estandar 4 $0.00,Atún spicy $0.00,
70000136,Sushi Go UDEM,137,0,0,Carlos,,16:02:00 09-02-2025,16:10:00 09-02-2025,16:16:00 09-02-2025,,,,Entregada,App,233.84,4,,,,3,4,4079,,3,,,,Dragon Roll Estandar 3 $0.00,Anguila $0.00,
70000137,Sushi Go UDEM,138,0,1,Luis,,12:08:00 23-02-2025,12:11:00 23-02-2025,12:28:00 23-02-2025,,,,Entregada,Tarjeta,235.04,5,,,,4,4,4064,,1,,,,Ebi Roll Estandar 3 $0.00,Camarón $0.00,
70000138,Sushi Go UDEM,139,0,0,Mariana,,11:08:00 17-01-2025,11:15:00 17-01-2025,11:35:00 17-01-2025,,,,Entregada,App,247.63,4,,,,2,4,4050,,3,,,,Atún Especial Estandar 2 $0.00,Atún spicy $0.00,
70000139,Sushi Go UDEM,140,0,1,Mariana,,20:21:00 03-02-2025,20:31:00 03-02-2025,20:51:00 03-02-2025,,,,Entregada,App,302.09,3,,,,4,4,4074,,2,,,,Tempura Roll Estandar 4 $0.00,Camarón tempura $0.00,
70000140,Sushi Go UDEM,141,0,1,Luis,,21:01:00 28-02-2025,21:12:00 28-02-2025,21:32:00 28-02-2025,,,,Entregada,App,277.56,5,,,,4,4,4018,,3,,,,Tempura Roll Estandar 2 $0.00,Camarón tempura $0.00,
70000141,Sushi Go UDEM,142,0,0,Carlos,,11:36:00 30-01-2025,11:39:00 30-01-2025,11:50:00 30-01-2025,,,,Entregada,App,171.56,3,,,,4,4,4064,,3,,,,California Roll Estandar 4 $0.00,Aguacate $0.00,
70000142,Sushi Go UDEM,143,0,1,Luis,,11:45:00 14-02-2025,11:49:00 14-02-2025,12:00:00 14-02-2025,,,,Entregada,Efectivo,226.62,5,,,,3,4,4069,,2,,,,Ebi Roll Estandar 4 $0.00,Camarón $0.00,
70000143,Sushi Go UDEM,144,0,1,Luis,,21:41:00 27-02-2025,21:47:00 27-02-2025,22:07:00 27-02-2025,,,,Entregada,Efectivo,162.54,4,,,,2,4,4088,,3,,,,Dragon Roll Estandar 2 $0.00,Anguila $0.00,
70000144,Sushi Go UDEM,145,0,1,Carlos,,16:30:00 15-02-2025,16:37:00 15-02-2025,16:50:00 15-02-2025,,,,Entregada,Efectivo,239.1,3,,,,3,4,4005,,2,,,,Tempura Roll Estandar 1 $0.00,Camarón tempura $0.00,
70000145,Sushi Go UDEM,146,0,1,Mariana,,12:22:00 01-03-2025,12:31:00 01-03-2025,12:44:00 01-03-2025,,,,Entregada,Tarjeta,142.54,3,,,,2,4,4031,,1,,,,Atún Especial Estandar 2 $0.00,Atún spicy $0.00,
70000146,Sushi Go UDEM,147,0,1,Andrea,,19:14:00 26-02-2025,19:26:00 26-02-2025,19:38:00 26-02-2025,,,,Entregada,App,197.46,3,,,,1,4,4070,,1,,,,California Roll Estandar 1 $0.00,Aguacate $0.00,
70000147,Sushi Go UDEM,148,0,0,Andrea,,21:59:00 10-02-2025,22:08:00 10-02-2025,22:28:00 10-02-2025,,,,Entregada,App,173.5,5,,,,2,4,4068,,3,,,,Dragon Roll Estandar 3 $0.00,Anguila $0.00,
70000148,Sushi Go UDEM,149,0,1,Andrea,,13:26:00 17-01-2025,13:30:00 17-01-2025,13:36:00 17-01-2025,,,,Entregada,Tarjeta,138.44,4,,,,1,4,4042,,2,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000149,Sushi Go UDEM,150,0,0,Mariana,,21:34:00 13-02-2025,21:44:00 13-02-2025,22:04:00 13-02-2025,,,,Entregada,Tarjeta,160.94,5,,,,4,4,4082,,2,,,,Spicy Tuna Roll Estandar 4 $0.00,Salsa spicy $0.00,
70000150,Sushi Go UDEM,151,0,1,Carlos,,13:00:00 01-03-2025,13:07:00 01-03-2025,13:21:00 01-03-2025,,,,Entregada,App,248.85,4,,,,1,4,4051,,3,,,,Dragon Roll Estandar 2 $0.00,Anguila $0.00,
70000151,Sushi Go UDEM,152,0,0,Carlos,,13:08:00 21-01-2025,13:17:00 21-01-2025,13:32:00 21-01-2025,,,,Entregada,Efectivo,157.8,4,,,,3,4,4074,,3,,,,Dragon Roll Estandar 1 $0.00,Anguila $0.00,
70000152,Sushi Go UDEM,153,0,1,Mariana,,11:16:00 20-02-2025,11:28:00 20-02-2025,11:44:00 20-02-2025,,,,Entregada,Tarjeta,263.62,4,,,,3,4,4088,,1,,,,Dragon Roll Estandar 1 $0.00,Anguila $0.00,
70000153,Sushi Go UDEM,154,0,1,Mariana,,15:23:00 24-02-2025,15:34:00 24-02-2025,15:46:00 24-02-2025,,,,Entregada,Efectivo,214.33,5,,,,4,4,4096,,3,,,,Dragon Roll Estandar 2 $0.00,Anguila $0.00,
70000154,Sushi Go UDEM,155,0,0,Andrea,,14:48:00 26-02-2025,14:53:00 26-02-2025,15:00:00 26-02-2025,,,,Entregada,App,110.31,5,,,,2,4,4073,,3,,,,Atún Especial Estandar 3 $0.00,Atún spicy $0.00,
70000155,Sushi Go UDEM,156,0,1,Andrea,,13:20:00 24-01-2025,13:30:00 24-01-2025,13:49:00 24-01-2025,,,,Entregada,App,276.4,4,,,,1,4,4058,,1,,,,Philadelphia Roll Estandar 2 $0.00,Queso crema $0.00,
70000156,Sushi Go UDEM,157,0,1,Mariana,,17:29:00 16-02-2025,17:40:00 16-02-2025,17:46:00 16-02-2025,,,,Entregada,Tarjeta,278.05,5,,,,2,4,4074,,1,,,,Atún Especial Estandar 3 $0.00,Atún spicy $0.00,
70000157,Sushi Go UDEM,158,0,1,Luis,,17:22:00 17-01-2025,17:25:00 17-01-2025,17:31:00 17-01-2025,,,,Entregada,Tarjeta,98.25,5,,,,4,4,4047,,2,,,,Philadelphia Roll Estandar 4 $0.00,Queso crema $0.00,
70000158,Sushi Go UDEM,159,0,1,Luis,,17:24:00 12-02-2025,17:27:00 12-02-2025,17:36:00 12-02-2025,,,,Entregada,App,136.4,3,,,,1,4,4096,,1,,,,Ebi Roll Estandar 1 $0.00,Camarón $0.00,
70000159,Sushi Go UDEM,160,0,1,Luis,,18:43:00 03-02-2025,18:53:00 03-02-2025,19:11:00 03-02-2025,,,,Entregada,Efectivo,154.35,3,,,,1,4,4004,,3,,,,Salmón Roll Estandar 2 $0.00,Salmón fresco $0.00,
70000160,Sushi Go UDEM,161,0,0,Carlos,,20:49:00 10-02-2025,20:51:00 10-02-2025,21:03:00 10-02-2025,,,,Entregada,App,116.23,5,,,,1,4,4031,,3,,,,Dragon Roll Estandar 1 $0.00,Anguila $0.00,
70000161,Sushi Go UDEM,162,0,1,Luis,,17:28:00 17-01-2025,17:33:00 17-01-2025,17:44:00 17-01-2025,,,,Entregada,App,221.01,5,,,,3,4,4073,,3,,,,California Roll Estandar 2 $0.00,Aguacate $0.00,
70000162,Sushi Go UDEM,163,0,0,Luis,,16:15:00 27-02-2025,16:21:00 27-02-2025,16:30:00 27-02-2025,,,,Entregada,App,168.13,5,,,,4,4,4071,,2,,,,Dragon Roll Estandar 4 $0.00,Anguila $0.00,
70000163,Sushi Go UDEM,164,0,1,Carlos,,16:41:00 18-01-2025,16:53:00 18-01-2025,17:10:00 18-01-2025,,,,Entregada,Tarjeta,196.15,5,,,,4,4,4030,,1,,,,Ebi Roll Estandar 4 $0.00,Camarón $0.00,
70000164,Sushi Go UDEM,165,0,0,Carlos,,13:51:00 03-02-2025,14:00:00 03-02-2025,14:06:00 03-02-2025,,,,Entregada,Tarjeta,234.89,4,,,,2,4,4042,,3,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000165,Sushi Go UDEM,166,0,0,Andrea,,18:54:00 20-01-2025,19:01:00 20-01-2025,19:08:00 20-01-2025,,,,Entregada,Tarjeta,159.8,5,,,,2,4,4061,,1,,,,Dragon Roll Estandar 1 $0.00,Anguila $0.00,
70000166,Sushi Go UDEM,167,0,1,Luis,,15:58:00 05-02-2025,16:00:00 05-02-2025,16:11:00 05-02-2025,,,,Entregada,App,284.19,5,,,,2,4,4050,,1,,,,Dragon Roll Estandar 1 $0.00,Anguila $0.00,
70000167,Sushi Go UDEM,168,0,1,Carlos,,16:49:00 19-02-2025,16:55:00 19-02-2025,17:12:00 19-02-2025,,,,Entregada,Efectivo,170.19,3,,,,4,4,4097,,2,,,,Atún Especial Estandar 3 $0.00,Atún spicy $0.00,
70000168,Sushi Go UDEM,169,0,1,Mariana,,16:20:00 28-01-2025,16:28:00 28-01-2025,16:34:00 28-01-2025,,,,Entregada,Tarjeta,94.22,3,,,,3,4,4029,,2,,,,Dragon Roll Estandar 2 $0.00,Anguila $0.00,
70000169,Sushi Go UDEM,170,0,1,Carlos,,14:31:00 20-02-2025,14:41:00 20-02-2025,14:56:00 20-02-2025,,,,Entregada,Tarjeta,341.29,5,,,,3,4,4021,,1,,,,Tempura Roll Estandar 4 $0.00,Camarón tempura $0.00,
70000170,Sushi Go UDEM,171,0,0,Andrea,,18:11:00 18-02-2025,18:21:00 18-02-2025,18:27:00 18-02-2025,,,,Entregada,Efectivo,335.75,3,,,,2,4,4008,,3,,,,California Roll Estandar 1 $0.00,Aguacate $0.00,
70000171,Sushi Go UDEM,172,0,1,Carlos,,11:13:00 24-01-2025,11:23:00 24-01-2025,11:42:00 24-01-2025,,,,Entregada,Tarjeta,250.64,3,,,,4,4,4001,,1,,,,Ebi Roll Estandar 1 $0.00,Camarón $0.00,
70000172,Sushi Go UDEM,173,0,0,Luis,,15:34:00 17-02-2025,15:40:00 17-02-2025,15:45:00 17-02-2025,,,,Entregada,Tarjeta,117.82,3,,,,3,4,4045,,2,,,,Salmón Roll Estandar 2 $0.00,Salmón fresco $0.00,
70000173,Sushi Go UDEM,174,0,0,Andrea,,12:23:00 09-02-2025,12:31:00 09-02-2025,12:50:00 09-02-2025,,,,Entregada,Tarjeta,167.99,4,,,,4,4,4048,,3,,,,Dragon Roll Estandar 2 $0.00,Anguila $0.00,
70000174,Sushi Go UDEM,175,0,1,Andrea,,11:40:00 14-02-2025,11:42:00 14-02-2025,11:52:00 14-02-2025,,,,Entregada,App,309.79,3,,,,2,4,4027,,3,,,,Philadelphia Roll Estandar 4 $0.00,Queso crema $0.00,
70000175,Sushi Go UDEM,176,0,1,Andrea,,18:17:00 20-02-2025,18:19:00 20-02-2025,18:26:00 20-02-2025,,,,Entregada,Tarjeta,136.63,5,,,,2,4,4096,,3,,,,Tempura Roll Estandar 1 $0.00,Camarón tempura $0.00,
70000176,Sushi Go UDEM,177,0,0,Andrea,,12:19:00 09-02-2025,12:23:00 09-02-2025,12:35:00 09-02-2025,,,,Entregada,App,189.8,5,,,,3,4,4006,,1,,,,Salmón Roll Estandar 3 $0.00,Salmón fresco $0.00,
70000177,Sushi Go UDEM,178,0,1,Carlos,,14:53:00 11-02-2025,14:56:00 11-02-2025,15:11:00 11-02-2025,,,,Entregada,Efectivo,97.7,3,,,,3,4,4070,,2,,,,Salmón Roll Estandar 3 $0.00,Salmón fresco $0.00,
70000178,Sushi Go UDEM,179,0,0,Andrea,,13:43:00 11-02-2025,13:54:00 11-02-2025,14:11:00 11-02-2025,,,,Entregada,Efectivo,297.49,3,,,,4,4,4091,,3,,,,Philadelphia Roll Estandar 3 $0.00,Queso crema $0.00,
70000179,Sushi Go UDEM,180,0,1,Mariana,,17:20:00 24-01-2025,17:27:00 24-01-2025,17:35:00 24-01-2025,,,,Entregada,Efectivo,335.17,3,,,,2,4,4011,,1,,,,Philadelphia Roll Estandar 1 $0.00,Queso crema $0.00,
70000180,Sushi Go UDEM,181,0,0,Mariana,,18:35:00 11-02-2025,18:45:00 11-02-2025,19:03:00 11-02-2025,,,,Entregada,Efectivo,113.3,3,,,,3,4,4052,,2,,,,Philadelphia Roll Estandar 1 $0.00,Queso crema $0.00,
70000181,Sushi Go UDEM,182,0,1,Mariana,,19:57:00 20-01-2025,20:02:00 20-01-2025,20:12:00 20-01-2025,,,,Entregada,Efectivo,126.1,3,,,,1,4,4021,,2,,,,Salmón Roll Estandar 2 $0.00,Salmón fresco $0.00,
70000182,Sushi Go UDEM,183,0,1,Luis,,17:19:00 01-02-2025,17:28:00 01-02-2025,17:35:00 01-02-2025,,,,Entregada,Efectivo,335.5,3,,,,2,4,4038,,1,,,,Ebi Roll Estandar 3 $0.00,Camarón $0.00,
70000183,Sushi Go UDEM,184,0,0,Mariana,,16:53:00 09-02-2025,17:04:00 09-02-2025,17:21:00 09-02-2025,,,,Entregada,Efectivo,177.03,5,,,,2,4,4061,,2,,,,Ebi Roll Estandar 4 $0.00,Camarón $0.00,
70000184,Sushi Go UDEM,185,0,1,Mariana,,17:20:00 26-01-2025,17:26:00 26-01-2025,17:46:00 26-01-2025,,,,Entregada,Tarjeta,187.77,5,,,,2,4,4075,,3,,,,Dragon Roll Estandar 3 $0.00,Anguila $0.00,
70000185,Sushi Go UDEM,186,0,1,Andrea,,21:49:00 26-01-2025,21:59:00 26-01-2025,22:04:00 26-01-2025,,,,Entregada,Efectivo,204.0,5,,,,4,4,4017,,3,,,,Atún Especial Estandar 2 $0.00,Atún spicy $0.00,
70000186,Sushi Go UDEM,187,0,1,Carlos,,14:16:00 03-02-2025,14:28:00 03-02-2025,14:37:00 03-02-2025,,,,Entregada,App,109.23,5,,,,4,4,4069,,1,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000187,Sushi Go UDEM,188,0,1,Luis,,19:38:00 07-02-2025,19:50:00 07-02-2025,19:57:00 07-02-2025,,,,Entregada,App,260.98,5,,,,1,4,4072,,3,,,,Philadelphia Roll Estandar 2 $0.00,Queso crema $0.00,
70000188,Sushi Go UDEM,189,0,0,Luis,,21:25:00 27-02-2025,21:32:00 27-02-2025,21:50:00 27-02-2025,,,,Entregada,Efectivo,115.64,4,,,,4,4,4059,,3,,,,Philadelphia Roll Estandar 1 $0.00,Queso crema $0.00,
70000189,Sushi Go UDEM,190,0,0,Andrea,,19:09:00 21-02-2025,19:16:00 21-02-2025,19:21:00 21-02-2025,,,,Entregada,App,166.81,3,,,,3,4,4039,,2,,,,Atún Especial Estandar 1 $0.00,Atún spicy $0.00,
70000190,Sushi Go UDEM,191,0,1,Mariana,,14:33:00 13-02-2025,14:42:00 13-02-2025,14:58:00 13-02-2025,,,,Entregada,Tarjeta,203.92,4,,,,1,4,4090,,1,,,,Atún Especial Estandar 1 $0.00,Atún spicy $0.00,
70000191,Sushi Go UDEM,192,0,1,Carlos,,16:41:00 16-01-2025,16:44:00 16-01-2025,16:54:00 16-01-2025,,,,Entregada,Efectivo,233.5,3,,,,4,4,4080,,1,,,,Dragon Roll Estandar 2 $0.00,Anguila $0.00,
70000192,Sushi Go UDEM,193,0,1,Carlos,,21:42:00 26-01-2025,21:50:00 26-01-2025,22:07:00 26-01-2025,,,,Entregada,Tarjeta,206.89,5,,,,2,4,4026,,2,,,,California Roll Estandar 2 $0.00,Aguacate $0.00,
70000193,Sushi Go UDEM,194,0,0,Mariana,,12:36:00 01-03-2025,12:39:00 01-03-2025,12:49:00 01-03-2025,,,,Entregada,App,141.24,4,,,,3,4,4076,,2,,,,Ebi Roll Estandar 3 $0.00,Camarón $0.00,
70000194,Sushi Go UDEM,195,0,1,Andrea,,17:37:00 23-02-2025,17:40:00 23-02-2025,17:56:00 23-02-2025,,,,Entregada,App,250.51,3,,,,3,4,4015,,1,,,,Ebi Roll Estandar 4 $0.00,Camarón $0.00,
70000195,Sushi Go UDEM,196,0,1,Carlos,,12:11:00 03-02-2025,12:18:00 03-02-2025,12:27:00 03-02-2025,,,,Entregada,Tarjeta,245.07,4,,,,2,4,4071,,1,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000196,Sushi Go UDEM,197,0,0,Carlos,,15:08:00 15-02-2025,15:12:00 15-02-2025,15:27:00 15-02-2025,,,,Entregada,Tarjeta,315.04,3,,,,4,4,4071,,3,,,,Atún Especial Estandar 1 $0.00,Atún spicy $0.00,
70000197,Sushi Go UDEM,198,0,0,Andrea,,18:26:00 25-02-2025,18:38:00 25-02-2025,18:58:00 25-02-2025,,,,Entregada,Tarjeta,217.06,4,,,,1,4,4035,,1,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000198,Sushi Go UDEM,199,0,1,Andrea,,15:10:00 18-02-2025,15:19:00 18-02-2025,15:39:00 18-02-2025,,,,Entregada,App,159.65,4,,,,2,4,4054,,1,,,,Philadelphia Roll Estandar 1 $0.00,Queso crema $0.00,
70000199,Sushi Go UDEM,200,0,0,Carlos,,14:19:00 25-02-2025,14:21:00 25-02-2025,14:40:00 25-02-2025,,,,Entregada,Tarjeta,314.17,3,,,,2,4,4094,,3,,,,Tempura Roll Estandar 3 $0.00,Camarón tempura $0.00,
70000200,Sushi Go UDEM,201,0,0,Andrea,,16:55:00 28-02-2025,17:06:00 28-02-2025,17:24:00 28-02-2025,,,,Entregada,App,294.06,4,,,,3,4,4076,,3,,,,Spicy Tuna Roll Estandar 2 $0.00,Salsa spicy $0.00,
70000201,Sushi Go UDEM,202,0,1,Andrea,,16:45:00 25-01-2025,16:51:00 25-01-2025,17:05:00 25-01-2025,,,,Entregada,Efectivo,125.25,5,,,,2,4,4089,,1,,,,Tempura Roll Estandar 1 $0.00,Camarón tempura $0.00,
70000202,Sushi Go UDEM,203,0,1,Carlos,,13:45:00 30-01-2025,13:52:00 30-01-2025,14:04:00 30-01-2025,,,,Entregada,Efectivo,126.96,4,,,,1,4,4081,,1,,,,Salmón Roll Estandar 4 $0.00,Salmón fresco $0.00,
70000203,Sushi Go UDEM,204,0,0,Andrea,,19:47:00 09-02-2025,19:53:00 09-02-2025,20:09:00 09-02-2025,,,,Entregada,App,175.1,4,,,,3,4,4008,,3,,,,Atún Especial Estandar 4 $0.00,Atún spicy $0.00,
70000204,Sushi Go UDEM,205,0,1,Luis,,14:27:00 09-02-2025,14:32:00 09-02-2025,14:52:00 09-02-2025,,,,Entregada,App,305.37,4,,,,3,4,4087,,1,,,,Tempura Roll Estandar 3 $0.00,Camarón tempura $0.00,
70000205,Sushi Go UDEM,206,0,0,Carlos,,12:40:00 17-01-2025,12:49:00 17-01-2025,12:54:00 17-01-2025,,,,Entregada,Tarjeta,204.73,5,,,,2,4,4083,,2,,,,Philadelphia Roll Estandar 2 $0.00,Queso crema $0.00,
70000206,Sushi Go UDEM,207,0,0,Andrea,,15:05:00 25-01-2025,15:17:00 25-01-2025,15:33:00 25-01-2025,,,,Entregada,Efectivo,186.68,5,,,,3,4,4092,,3,,,,Tempura Roll Estandar 1 $0.00,Camarón tempura $0.00,
70000207,Sushi Go UDEM,208,0,0,Luis,,17:41:00 29-01-2025,17:44:00 29-01-2025,17:52:00 29-01-2025,,,,Entregada,App,213.97,5,,,,4,4,4001,,1,,,,California Roll Estandar 2 $0.00,Aguacate $0.00,
