id,Sucursal,internal_id,is_local,caja,cuser,out_of_time,Creación de orden,Proceso de orden,Entrega de orden,Orden cancelada,Hora deseada,Usuario,Estatus,Tipo de pago,total,stars,review,coupon,Sub tipo de pago,pc_id,status_id,Id cajero,crname,pay_id,Usuario subsidio/Meal plan,Nómina,ceco,Platillos,Ingredientes,description
73000102,Burritos & Tortas Campus,103,0,1,Miguel,,13:41:00 18-03-2025,13:49:00 18-03-2025,14:03:00 18-03-2025,,,,Entregada,Tarjeta,256.69,3,,,,1,4,5028,,3,,,,Taco al Pastor Estandar 1 $0.00,Piña $0.00,
73000103,Burritos & Tortas Campus,104,0,0,Sofía,,13:10:00 21-03-2025,13:19:00 21-03-2025,13:25:00 21-03-2025,,,,Entregada,App,228.1,4,,,,1,4,5098,,3,,,,Torta Cubana Estandar 1 $0.00,Jamón $0.00,
73000104,Burritos & Tortas Campus,105,0,0,Diego,,13:42:00 09-02-2025,13:45:00 09-02-2025,13:49:00 09-02-2025,,,,Entregada,Efectivo,209.28,5,,,,3,4,5003,,1,,,,Taco al Pastor Estandar 5 $0.00,Piña $0.00,
73000105,Burritos & Tortas Campus,106,0,1,Miguel,,12:47:00 21-03-2025,12:51:00 21-03-2025,13:06:00 21-03-2025,,,,Entregada,App,202.4,4,,,,2,4,5017,,2,,,,Gringa Pastor Estandar 5 $0.00,Piña $0.00,
73000106,Burritos & Tortas Campus,107,0,0,Fernanda,,18:16:00 23-02-2025,18:23:00 23-02-2025,18:36:00 23-02-2025,,,,Entregada,Efectivo,268.5,5,,,,4,4,5038,,2,,,,Burrito Norteño Estandar 5 $0.00,Frijoles $0.00,
73000107,Burritos & Tortas Campus,108,0,0,Fernanda,,11:42:00 01-03-2025,11:47:00 01-03-2025,12:00:00 01-03-2025,,,,Entregada,App,190.96,4,,,,3,4,5002,,2,,,,Quesadilla Especial Estandar 4 $0.00,Queso Oaxaca $0.00,
73000108,Burritos & Tortas Campus,109,0,1,Fernanda,,22:56:00 13-03-2025,23:04:00 13-03-2025,23:18:00 13-03-2025,,,,Entregada,Efectivo,294.29,3,,,,1,4,5072,,1,,,,Torta Cubana Estandar 4 $0.00,Jamón $0.00,
73000109,Burritos & Tortas Campus,110,0,1,Miguel,,13:44:00 11-03-2025,13:54:00 11-03-2025,14:00:00 11-03-2025,,,,Entregada,Tarjeta,278.5,5,,,,2,4,5095,,2,,,,Torta Cubana Estandar 1 $0.00,Jamón $0.00,
73000110,Burritos & Tortas Campus,111,0,1,Sofía,,12:20:00 17-02-2025,12:23:00 17-02-2025,12:29:00 17-02-2025,,,,Entregada,App,269.8,5,,,,1,4,5062,,3,,,,Taco de Bistec Estandar 2 $0.00,Cebolla $0.00,
73000111,Burritos & Tortas Campus,112,0,0,Sofía,,19:54:00 22-03-2025,20:00:00 22-03-2025,20:11:00 22-03-2025,,,,Entregada,App,306.73,5,,,,1,4,5060,,1,,,,Gringa Pastor Estandar 1 $0.00,Piña $0.00,
73000112,Burritos & Tortas Campus,113,0,0,Sofía,,21:09:00 22-02-2025,21:12:00 22-02-2025,21:20:00 22-02-2025,,,,Entregada,App,266.46,4,,,,2,4,5029,,3,,,,Torta de Milanesa Estandar 4 $0.00,Aguacate $0.00,
73000113,Burritos & Tortas Campus,114,0,1,Diego,,20:19:00 13-03-2025,20:25:00 13-03-2025,20:33:00 13-03-2025,,,,Entregada,Tarjeta,97.13,5,,,,3,4,5009,,3,,,,Burrito de Pollo Estandar 1 $0.00,Guacamole $0.00,
73000114,Burritos & Tortas Campus,115,0,0,Diego,,11:28:00 20-02-2025,11:38:00 20-02-2025,11:47:00 20-02-2025,,,,Entregada,App,70.84,5,,,,3,4,5077,,3,,,,Torta Cubana Estandar 2 $0.00,Jamón $0.00,
73000115,Burritos & Tortas Campus,116,0,0,Sofía,,17:16:00 11-02-2025,17:24:00 11-02-2025,17:35:00 11-02-2025,,,,Entregada,Tarjeta,312.2,5,,,,4,4,5086,,2,,,,Taco al Pastor Estandar 1 $0.00,Piña $0.00,
73000116,Burritos & Tortas Campus,117,0,1,Fernanda,,14:00:00 13-03-2025,14:06:00 13-03-2025,14:10:00 13-03-2025,,,,Entregada,Efectivo,296.23,3,,,,3,4,5092,,2,,,,Burrito de Pollo Estandar 4 $0.00,Guacamole $0.00,
73000117,Burritos & Tortas Campus,118,0,0,Fernanda,,16:01:00 14-03-2025,16:05:00 14-03-2025,16:14:00 14-03-2025,,,,Entregada,Tarjeta,164.76,5,,,,3,4,5025,,3,,,,Taco de Bistec Estandar 1 $0.00,Cebolla $0.00,
73000118,Burritos & Tortas Campus,119,0,0,Sofía,,11:23:00 05-03-2025,11:27:00 05-03-2025,11:33:00 05-03-2025,,,,Entregada,Efectivo,290.35,5,,,,4,4,5077,,2,,,,Burrito Norteño Estandar 2 $0.00,Frijoles $0.00,
73000119,Burritos & Tortas Campus,120,0,0,Diego,,10:39:00 11-03-2025,10:45:00 11-03-2025,10:52:00 11-03-2025,,,,Entregada,App,202.67,3,,,,4,4,5046,,1,,,,Taco al Pastor Estandar 5 $0.00,Piña $0.00,
73000120,Burritos & Tortas Campus,121,0,0,Sofía,,20:24:00 17-02-2025,20:32:00 17-02-2025,20:50:00 17-02-2025,,,,Entregada,Efectivo,116.22,3,,,,2,4,5089,,1,,,,Torta Cubana Estandar 5 $0.00,Jamón $0.00,
73000121,Burritos & Tortas Campus,122,0,0,Diego,,10:39:00 11-02-2025,10:45:00 11-02-2025,11:02:00 11-02-2025,,,,Entregada,App,75.65,4,,,,1,4,5009,,1,,,,Burrito de Pollo Estandar 2 $0.00,Guacamole $0.00,
73000122,Burritos & Tortas Campus,123,0,0,Fernanda,,14:13:00 19-03-2025,14:16:00 19-03-2025,14:28:00 19-03-2025,,,,Entregada,Efectivo,295.92,4,,,,2,4,5080,,2,,,,Burrito Norteño Estandar 1 $0.00,Frijoles $0.00,
73000123,Burritos & Tortas Campus,124,0,0,Diego,,11:07:00 02-03-2025,11:10:00 02-03-2025,11:24:00 02-03-2025,,,,Entregada,Tarjeta,259.77,5,,,,1,4,5067,,3,,,,Burrito de Pollo Estandar 5 $0.00,Guacamole $0.00,
73000124,Burritos & Tortas Campus,125,0,1,Sofía,,22:09:00 04-03-2025,22:16:00 04-03-2025,22:34:00 04-03-2025,,,,Entregada,Efectivo,272.66,3,,,,1,4,5055,,2,,,,Burrito de Pollo Estandar 3 $0.00,Guacamole $0.00,
73000125,Burritos & Tortas Campus,126,0,0,Diego,,22:41:00 04-02-2025,22:46:00 04-02-2025,22:57:00 04-02-2025,,,,Entregada,App,75.05,3,,,,1,4,5043,,2,,,,Taco al Pastor Estandar 1 $0.00,Piña $0.00,
73000126,Burritos & Tortas Campus,127,0,0,Sofía,,19:46:00 26-02-2025,19:54:00 26-02-2025,20:01:00 26-02-2025,,,,Entregada,Efectivo,306.03,5,,,,1,4,5018,,3,,,,Burrito Norteño Estandar 3 $0.00,Frijoles $0.00,
73000127,Burritos & Tortas Campus,128,0,0,Sofía,,21:45:00 22-02-2025,21:49:00 22-02-2025,22:01:00 22-02-2025,,,,Entregada,Efectivo,89.71,5,,,,2,4,5046,,1,,,,Torta Cubana Estandar 3 $0.00,Jamón $0.00,
73000128,Burritos & Tortas Campus,129,0,0,Diego,,11:10:00 26-02-2025,11:13:00 26-02-2025,11:30:00 26-02-2025,,,,Entregada,Efectivo,282.38,5,,,,1,4,5030,,3,,,,Torta de Milanesa Estandar 4 $0.00,Aguacate $0.00,
73000129,Burritos & Tortas Campus,130,0,1,Diego,,13:46:00 10-03-2025,13:50:00 10-03-2025,13:58:00 10-03-2025,,,,Entregada,Efectivo,241.29,5,,,,4,4,5067,,2,,,,Burrito de Pollo Estandar 3 $0.00,Guacamole $0.00,
73000130,Burritos & Tortas Campus,131,0,0,Miguel,,17:10:00 17-03-2025,17:20:00 17-03-2025,17:33:00 17-03-2025,,,,Entregada,App,159.76,4,,,,3,4,5043,,2,,,,Taco de Bistec Estandar 5 $0.00,Cebolla $0.00,
73000131,Burritos & Tortas Campus,132,0,1,Miguel,,21:30:00 10-03-2025,21:38:00 10-03-2025,21:54:00 10-03-2025,,,,Entregada,Tarjeta,278.96,5,,,,1,4,5088,,1,,,,Taco al Pastor Estandar 3 $0.00,Piña $0.00,
73000132,Burritos & Tortas Campus,133,0,1,Miguel,,13:39:00 28-02-2025,13:45:00 28-02-2025,14:03:00 28-02-2025,,,,Entregada,Tarjeta,245.76,3,,,,2,4,5006,,2,,,,Taco de Bistec Estandar 4 $0.00,Cebolla $0.00,
73000133,Burritos & Tortas Campus,134,0,1,Sofía,,20:44:00 21-02-2025,20:53:00 21-02-2025,21:03:00 21-02-2025,,,,Entregada,Efectivo,72.56,4,,,,4,4,5026,,1,,,,Torta Cubana Estandar 5 $0.00,Jamón $0.00,
73000134,Burritos & Tortas Campus,135,0,0,Diego,,11:23:00 04-02-2025,11:26:00 04-02-2025,11:37:00 04-02-2025,,,,Entregada,Tarjeta,137.91,4,,,,4,4,5003,,3,,,,Burrito de Pollo Estandar 3 $0.00,Guacamole $0.00,
73000135,Burritos & Tortas Campus,136,0,0,Sofía,,20:41:00 24-02-2025,20:51:00 24-02-2025,20:58:00 24-02-2025,,,,Entregada,Efectivo,185.53,5,,,,3,4,5031,,2,,,,Torta de Milanesa Estandar 3 $0.00,Aguacate $0.00,
73000136,Burritos & Tortas Campus,137,0,1,Diego,,13:48:00 13-02-2025,13:58:00 13-02-2025,14:13:00 13-02-2025,,,,Entregada,Tarjeta,91.85,5,,,,1,4,5000,,1,,,,Burrito de Pollo Estandar 2 $0.00,Guacamole $0.00,
73000137,Burritos & Tortas Campus,138,0,0,Diego,,17:38:00 22-02-2025,17:43:00 22-02-2025,17:49:00 22-02-2025,,,,Entregada,Efectivo,244.57,5,,,,4,4,5083,,2,,,,Torta de Milanesa Estandar 3 $0.00,Aguacate $0.00,
73000138,Burritos & Tortas Campus,139,0,0,Fernanda,,17:36:00 05-02-2025,17:39:00 05-02-2025,17:57:00 05-02-2025,,,,Entregada,Efectivo,254.48,3,,,,1,4,5063,,3,,,,Quesadilla Especial Estandar 3 $0.00,Queso Oaxaca $0.00,
73000139,Burritos & Tortas Campus,140,0,0,Fernanda,,10:55:00 04-03-2025,11:05:00 04-03-2025,11:14:00 04-03-2025,,,,Entregada,Efectivo,186.75,3,,,,1,4,5077,,3,,,,Torta de Milanesa Estandar 1 $0.00,Aguacate $0.00,
73000140,Burritos & Tortas Campus,141,0,0,Sofía,,13:43:00 16-03-2025,13:48:00 16-03-2025,13:56:00 16-03-2025,,,,Entregada,Tarjeta,131.52,5,,,,2,4,5057,,3,,,,Torta de Milanesa Estandar 1 $0.00,Aguacate $0.00,
73000141,Burritos & Tortas Campus,142,0,1,Sofía,,18:50:00 23-03-2025,18:53:00 23-03-2025,18:59:00 23-03-2025,,,,Entregada,Efectivo,277.38,4,,,,4,4,5060,,2,,,,Gringa Pastor Estandar 3 $0.00,Piña $0.00,
73000142,Burritos & Tortas Campus,143,0,0,Fernanda,,19:56:00 11-03-2025,19:59:00 11-03-2025,20:06:00 11-03-2025,,,,Entregada,Tarjeta,224.27,4,,,,1,4,5014,,1,,,,Torta Cubana Estandar 2 $0.00,Jamón $0.00,
73000143,Burritos & Tortas Campus,144,0,0,Miguel,,16:27:00 04-03-2025,16:36:00 04-03-2025,16:44:00 04-03-2025,,,,Entregada,App,224.96,5,,,,4,4,5048,,1,,,,Taco de Bistec Estandar 2 $0.00,Cebolla $0.00,
73000144,Burritos & Tortas Campus,145,0,0,Sofía,,12:32:00 17-02-2025,12:40:00 17-02-2025,12:46:00 17-02-2025,,,,Entregada,Efectivo,313.57,4,,,,2,4,5082,,2,,,,Burrito Norteño Estandar 3 $0.00,Frijoles $0.00,
73000145,Burritos & Tortas Campus,146,0,0,Diego,,18:15:00 18-02-2025,18:22:00 18-02-2025,18:40:00 18-02-2025,,,,Entregada,Tarjeta,163.53,3,,,,4,4,5015,,1,,,,Burrito Norteño Estandar 4 $0.00,Frijoles $0.00,
73000146,Burritos & Tortas Campus,147,0,0,Diego,,10:09:00 19-02-2025,10:15:00 19-02-2025,10:24:00 19-02-2025,,,,Entregada,Tarjeta,204.9,3,,,,1,4,5100,,1,,,,Taco al Pastor Estandar 2 $0.00,Piña $0.00,
73000147,Burritos & Tortas Campus,148,0,0,Sofía,,17:44:00 16-03-2025,17:50:00 16-03-2025,18:04:00 16-03-2025,,,,Entregada,Efectivo,287.68,4,,,,2,4,5067,,3,,,,Quesadilla Especial Estandar 1 $0.00,Queso Oaxaca $0.00,
73000148,Burritos & Tortas Campus,149,0,1,Miguel,,15:16:00 18-03-2025,15:24:00 18-03-2025,15:31:00 18-03-2025,,,,Entregada,Tarjeta,273.16,5,,,,2,4,5091,,2,,,,Gringa Pastor Estandar 4 $0.00,Piña $0.00,
73000149,Burritos & Tortas Campus,150,0,0,Sofía,,20:55:00 21-03-2025,21:01:00 21-03-2025,21:06:00 21-03-2025,,,,Entregada,Tarjeta,127.14,5,,,,1,4,5075,,3,,,,Taco al Pastor Estandar 5 $0.00,Piña $0.00,
73000150,Burritos & Tortas Campus,151,0,0,Sofía,,12:19:00 23-03-2025,12:22:00 23-03-2025,12:38:00 23-03-2025,,,,Entregada,Tarjeta,104.26,5,,,,4,4,5098,,3,,,,Burrito de Pollo Estandar 5 $0.00,Guacamole $0.00,
73000151,Burritos & Tortas Campus,152,0,0,Miguel,,22:24:00 01-02-2025,22:33:00 01-02-2025,22:50:00 01-02-2025,,,,Entregada,App,127.7,4,,,,3,4,5017,,2,,,,Torta Cubana Estandar 2 $0.00,Jamón $0.00,
73000152,Burritos & Tortas Campus,153,0,0,Miguel,,18:03:00 14-02-2025,18:12:00 14-02-2025,18:23:00 14-02-2025,,,,Entregada,App,130.93,3,,,,3,4,5068,,1,,,,Taco al Pastor Estandar 3 $0.00,Piña $0.00,
73000153,Burritos & Tortas Campus,154,0,1,Miguel,,15:08:00 05-03-2025,15:11:00 05-03-2025,15:24:00 05-03-2025,,,,Entregada,Tarjeta,318.02,4,,,,1,4,5001,,2,,,,Burrito Norteño Estandar 2 $0.00,Frijoles $0.00,
73000154,Burritos & Tortas Campus,155,0,0,Diego,,10:39:00 14-03-2025,10:46:00 14-03-2025,10:53:00 14-03-2025,,,,Entregada,App,155.53,5,,,,2,4,5084,,2,,,,Taco al Pastor Estandar 3 $0.00,Piña $0.00,
73000155,Burritos & Tortas Campus,156,0,0,Fernanda,,12:07:00 11-02-2025,12:14:00 11-02-2025,12:25:00 11-02-2025,,,,Entregada,App,185.95,4,,,,3,4,5098,,3,,,,Burrito Norteño Estandar 4 $0.00,Frijoles $0.00,
73000156,Burritos & Tortas Campus,157,0,0,Fernanda,,22:10:00 04-02-2025,22:16:00 04-02-2025,22:22:00 04-02-2025,,,,Entregada,App,241.36,5,,,,3,4,5018,,2,,,,Taco al Pastor Estandar 5 $0.00,Piña $0.00,
73000157,Burritos & Tortas Campus,158,0,1,Fernanda,,15:34:00 19-02-2025,15:43:00 19-02-2025,15:59:00 19-02-2025,,,,Entregada,App,143.38,4,,,,3,4,5074,,2,,,,Taco al Pastor Estandar 1 $0.00,Piña $0.00,
73000158,Burritos & Tortas Campus,159,0,0,Fernanda,,12:17:00 09-03-2025,12:20:00 09-03-2025,12:35:00 09-03-2025,,,,Entregada,App,101.12,3,,,,2,4,5003,,1,,,,Gringa Pastor Estandar 2 $0.00,Piña $0.00,
73000159,Burritos & Tortas Campus,160,0,0,Fernanda,,15:14:00 05-02-2025,15:20:00 05-02-2025,15:37:00 05-02-2025,,,,Entregada,Tarjeta,123.2,4,,,,3,4,5068,,1,,,,Torta Cubana Estandar 4 $0.00,Jamón $0.00,
73000160,Burritos & Tortas Campus,161,0,1,Sofía,,22:34:00 19-02-2025,22:40:00 19-02-2025,22:46:00 19-02-2025,,,,Entregada,Tarjeta,217.95,5,,,,2,4,5038,,1,,,,Torta de Milanesa Estandar 5 $0.00,Aguacate $0.00,
73000161,Burritos & Tortas Campus,162,0,1,Diego,,14:58:00 17-02-2025,15:07:00 17-02-2025,15:18:00 17-02-2025,,,,Entregada,Tarjeta,268.49,5,,,,1,4,5024,,3,,,,Taco de Bistec Estandar 5 $0.00,Cebolla $0.00,
73000162,Burritos & Tortas Campus,163,0,1,Diego,,18:34:00 06-03-2025,18:41:00 06-03-2025,18:56:00 06-03-2025,,,,Entregada,Tarjeta,190.62,3,,,,1,4,5039,,1,,,,Burrito Norteño Estandar 1 $0.00,Frijoles $0.00,
73000163,Burritos & Tortas Campus,164,0,0,Miguel,,12:04:00 05-03-2025,12:07:00 05-03-2025,12:22:00 05-03-2025,,,,Entregada,App,158.37,3,,,,3,4,5055,,3,,,,Quesadilla Especial Estandar 3 $0.00,Queso Oaxaca $0.00,
73000164,Burritos & Tortas Campus,165,0,1,Diego,,17:46:00 18-02-2025,17:54:00 18-02-2025,18:10:00 18-02-2025,,,,Entregada,Tarjeta,135.28,4,,,,1,4,5094,,3,,,,Taco de Bistec Estandar 3 $0.00,Cebolla $0.00,
73000165,Burritos & Tortas Campus,166,0,1,Diego,,13:25:00 10-02-2025,13:28:00 10-02-2025,13:39:00 10-02-2025,,,,Entregada,Efectivo,243.85,5,,,,3,4,5040,,1,,,,Torta de Milanesa Estandar 5 $0.00,Aguacate $0.00,
73000166,Burritos & Tortas Campus,167,0,1,Sofía,,10:38:00 01-02-2025,10:45:00 01-02-2025,10:59:00 01-02-2025,,,,Entregada,Efectivo,184.84,4,,,,1,4,5062,,2,,,,Taco al Pastor Estandar 4 $0.00,Piña $0.00,
73000167,Burritos & Tortas Campus,168,0,1,Fernanda,,22:32:00 18-02-2025,22:40:00 18-02-2025,22:47:00 18-02-2025,,,,Entregada,Efectivo,144.61,5,,,,1,4,5065,,1,,,,Torta de Milanesa Estandar 2 $0.00,Aguacate $0.00,
73000168,Burritos & Tortas Campus,169,0,1,Sofía,,22:52:00 03-03-2025,22:59:00 03-03-2025,23:15:00 03-03-2025,,,,Entregada,App,250.08,3,,,,4,4,5090,,3,,,,Taco al Pastor Estandar 3 $0.00,Piña $0.00,
73000169,Burritos & Tortas Campus,170,0,0,Fernanda,,19:34:00 14-02-2025,19:41:00 14-02-2025,19:54:00 14-02-2025,,,,Entregada,App,119.63,4,,,,2,4,5053,,3,,,,Burrito Norteño Estandar 5 $0.00,Frijoles $0.00,
73000170,Burritos & Tortas Campus,171,0,1,Diego,,13:39:00 09-03-2025,13:43:00 09-03-2025,13:50:00 09-03-2025,,,,Entregada,App,122.78,3,,,,4,4,5029,,2,,,,Torta de Milanesa Estandar 3 $0.00,Aguacate $0.00,
73000171,Burritos & Tortas Campus,172,0,0,Sofía,,17:14:00 21-03-2025,17:21:00 21-03-2025,17:38:00 21-03-2025,,,,Entregada,Tarjeta,197.79,5,,,,4,4,5017,,3,,,,Taco al Pastor Estandar 2 $0.00,Piña $0.00,
73000172,Burritos & Tortas Campus,173,0,1,Sofía,,19:53:00 25-02-2025,19:59:00 25-02-2025,20:12:00 25-02-2025,,,,Entregada,Tarjeta,139.64,5,,,,3,4,5059,,2,,,,Burrito Norteño Estandar 2 $0.00,Frijoles $0.00,
73000173,Burritos & Tortas Campus,174,0,1,Fernanda,,10:57:00 02-03-2025,11:04:00 02-03-2025,11:22:00 02-03-2025,,,,Entregada,Efectivo,307.43,4,,,,4,4,5053,,1,,,,Burrito de Pollo Estandar 4 $0.00,Guacamole $0.00,
73000174,Burritos & Tortas Campus,175,0,0,Sofía,,14:03:00 08-03-2025,14:07:00 08-03-2025,14:15:00 08-03-2025,,,,Entregada,App,302.17,4,,,,1,4,5017,,2,,,,Torta de Milanesa Estandar 2 $0.00,Aguacate $0.00,
73000175,Burritos & Tortas Campus,176,0,1,Diego,,20:00:00 01-02-2025,20:05:00 01-02-2025,20:20:00 01-02-2025,,,,Entregada,Tarjeta,195.43,5,,,,3,4,5000,,2,,,,Taco al Pastor Estandar 2 $0.00,Piña $0.00,
73000176,Burritos & Tortas Campus,177,0,0,Diego,,21:11:00 23-03-2025,21:15:00 23-03-2025,21:31:00 23-03-2025,,,,Entregada,App,232.62,5,,,,3,4,5020,,3,,,,Torta Cubana Estandar 2 $0.00,Jamón $0.00,
73000177,Burritos & Tortas Campus,178,0,1,Diego,,12:59:00 10-02-2025,13:05:00 10-02-2025,13:20:00 10-02-2025,,,,Entregada,Efectivo,249.94,4,,,,4,4,5003,,1,,,,Taco al Pastor Estandar 4 $0.00,Piña $0.00,
73000178,Burritos & Tortas Campus,179,0,1,Sofía,,22:47:00 04-03-2025,22:51:00 04-03-2025,22:59:00 04-03-2025,,,,Entregada,Efectivo,111.73,4,,,,4,4,5034,,3,,,,Torta Cubana Estandar 5 $0.00,Jamón $0.00,
73000179,Burritos & Tortas Campus,180,0,1,Fernanda,,17:11:00 05-02-2025,17:14:00 05-02-2025,17:27:00 05-02-2025,,,,Entregada,Tarjeta,241.9,4,,,,4,4,5014,,3,,,,Gringa Pastor Estandar 3 $0.00,Piña $0.00,
73000180,Burritos & Tortas Campus,181,0,1,Miguel,,15:41:00 03-03-2025,15:49:00 03-03-2025,15:55:00 03-03-2025,,,,Entregada,Tarjeta,157.81,3,,,,2,4,5029,,2,,,,Burrito Norteño Estandar 5 $0.00,Frijoles $0.00,
73000181,Burritos & Tortas Campus,182,0,0,Miguel,,18:31:00 24-02-2025,18:35:00 24-02-2025,18:51:00 24-02-2025,,,,Entregada,App,218.28,3,,,,2,4,5007,,1,,,,Burrito de Pollo Estandar 3 $0.00,Guacamole $0.00,
73000182,Burritos & Tortas Campus,183,0,1,Miguel,,10:11:00 13-03-2025,10:14:00 13-03-2025,10:23:00 13-03-2025,,,,Entregada,Tarjeta,116.99,5,,,,4,4,5061,,2,,,,Quesadilla Especial Estandar 5 $0.00,Queso Oaxaca $0.00,
73000183,Burritos & Tortas Campus,184,0,0,Diego,,11:28:00 06-02-2025,11:36:00 06-02-2025,11:53:00 06-02-2025,,,,Entregada,Tarjeta,257.06,5,,,,2,4,5047,,2,,,,Burrito de Pollo Estandar 3 $0.00,Guacamole $0.00,
73000184,Burritos & Tortas Campus,185,0,0,Diego,,20:57:00 13-02-2025,21:04:00 13-02-2025,21:18:00 13-02-2025,,,,Entregada,Tarjeta,78.02,5,,,,3,4,5013,,3,,,,Torta de Milanesa Estandar 1 $0.00,Aguacate $0.00,
73000185,Burritos & Tortas Campus,186,0,0,Diego,,10:24:00 01-03-2025,10:30:00 01-03-2025,10:46:00 01-03-2025,,,,Entregada,App,96.49,5,,,,4,4,5098,,2,,,,Taco de Bistec Estandar 5 $0.00,Cebolla $0.00,
73000186,Burritos & Tortas Campus,187,0,1,Diego,,11:06:00 08-03-2025,11:12:00 08-03-2025,11:24:00 08-03-2025,,,,Entregada,App,140.44,4,,,,2,4,5022,,3,,,,Taco de Bistec Estandar 4 $0.00,Cebolla $0.00,
73000187,Burritos & Tortas Campus,188,0,0,Fernanda,,18:24:00 12-03-2025,18:28:00 12-03-2025,18:39:00 12-03-2025,,,,Entregada,Efectivo,280.22,3,,,,1,4,5087,,3,,,,Gringa Pastor Estandar 1 $0.00,Piña $0.00,
73000188,Burritos & Tortas Campus,189,0,1,Fernanda,,14:29:00 23-03-2025,14:37:00 23-03-2025,14:42:00 23-03-2025,,,,Entregada,App,154.5,5,,,,4,4,5083,,2,,,,Taco al Pastor Estandar 4 $0.00,Piña $0.00,
73000189,Burritos & Tortas Campus,190,0,0,Fernanda,,19:36:00 12-02-2025,19:40:00 12-02-2025,19:46:00 12-02-2025,,,,Entregada,Efectivo,262.38,5,,,,3,4,5052,,3,,,,Burrito de Pollo Estandar 4 $0.00,Guacamole $0.00,
73000190,Burritos & Tortas Campus,191,0,0,Fernanda,,18:40:00 10-03-2025,18:50:00 10-03-2025,18:55:00 10-03-2025,,,,Entregada,App,235.52,4,,,,1,4,5099,,3,,,,Burrito Norteño Estandar 3 $0.00,Frijoles $0.00,
73000191,Burritos & Tortas Campus,192,0,1,Diego,,19:56:00 14-03-2025,20:00:00 14-03-2025,20:09:00 14-03-2025,,,,Entregada,Efectivo,219.25,5,,,,4,4,5001,,2,,,,Quesadilla Especial Estandar 5 $0.00,Queso Oaxaca $0.00,
73000192,Burritos & Tortas Campus,193,0,0,Fernanda,,14:23:00 05-02-2025,14:33:00 05-02-2025,14:50:00 05-02-2025,,,,Entregada,App,312.42,4,,,,3,4,5017,,2,,,,Taco al Pastor Estandar 1 $0.00,Piña $0.00,
73000193,Burritos & Tortas Campus,194,0,0,Diego,,21:51:00 04-02-2025,22:00:00 04-02-2025,22:10:00 04-02-2025,,,,Entregada,Tarjeta,254.86,5,,,,2,4,5007,,3,,,,Quesadilla Especial Estandar 4 $0.00,Queso Oaxaca $0.00,
73000194,Burritos & Tortas Campus,195,0,1,Miguel,,21:04:00 10-02-2025,21:09:00 10-02-2025,21:23:00 10-02-2025,,,,Entregada,App,167.17,5,,,,1,4,5039,,2,,,,Burrito Norteño Estandar 5 $0.00,Frijoles $0.00,
73000195,Burritos & Tortas Campus,196,0,0,Fernanda,,13:02:00 12-03-2025,13:10:00 12-03-2025,13:18:00 12-03-2025,,,,Entregada,Tarjeta,152.78,3,,,,4,4,5079,,1,,,,Burrito Norteño Estandar 3 $0.00,Frijoles $0.00,
73000196,Burritos & Tortas Campus,197,0,1,Diego,,19:16:00 23-02-2025,19:25:00 23-02-2025,19:36:00 23-02-2025,,,,Entregada,App,83.12,3,,,,1,4,5088,,1,,,,Gringa Pastor Estandar 4 $0.00,Piña $0.00,
73000197,Burritos & Tortas Campus,198,0,1,Diego,,13:55:00 20-03-2025,14:00:00 20-03-2025,14:10:00 20-03-2025,,,,Entregada,App,237.39,5,,,,1,4,5059,,3,,,,Taco de Bistec Estandar 2 $0.00,Cebolla $0.00,
73000198,Burritos & Tortas Campus,199,0,0,Fernanda,,19:25:00 22-02-2025,19:35:00 22-02-2025,19:43:00 22-02-2025,,,,Entregada,Tarjeta,70.91,5,,,,2,4,5074,,3,,,,Taco de Bistec Estandar 1 $0.00,Cebolla $0.00,
73000199,Burritos & Tortas Campus,200,0,1,Miguel,,17:54:00 17-02-2025,18:01:00 17-02-2025,18:11:00 17-02-2025,,,,Entregada,Efectivo,126.23,5,,,,4,4,5098,,2,,,,Burrito de Pollo Estandar 2 $0.00,Guacamole $0.00,
73000200,Burritos & Tortas Campus,201,0,0,Diego,,16:56:00 23-02-2025,17:01:00 23-02-2025,17:12:00 23-02-2025,,,,Entregada,Tarjeta,147.3,5,,,,3,4,5099,,2,,,,Quesadilla Especial Estandar 4 $0.00,Queso Oaxaca $0.00,
73000201,Burritos & Tortas Campus,202,0,1,Diego,,16:46:00 21-02-2025,16:49:00 21-02-2025,16:57:00 21-02-2025,,,,Entregada,App,106.73,5,,,,2,4,5072,,1,,,,Taco al Pastor Estandar 2 $0.00,Piña $0.00,
73000202,Burritos & Tortas Campus,203,0,1,Diego,,10:45:00 09-03-2025,10:49:00 09-03-2025,10:59:00 09-03-2025,,,,Entregada,App,92.84,3,,,,2,4,5000,,3,,,,Taco al Pastor Estandar 4 $0.00,Piña $0.00,
73000203,Burritos & Tortas Campus,204,0,0,Sofía,,11:46:00 06-03-2025,11:50:00 06-03-2025,11:55:00 06-03-2025,,,,Entregada,Efectivo,269.15,4,,,,1,4,5020,,3,,,,Burrito Norteño Estandar 5 $0.00,Frijoles $0.00,
73000204,Burritos & Tortas Campus,205,0,0,Sofía,,11:24:00 05-03-2025,11:29:00 05-03-2025,11:38:00 05-03-2025,,,,Entregada,App,98.63,3,,,,3,4,5070,,2,,,,Torta de Milanesa Estandar 4 $0.00,Aguacate $0.00,
